location_id,building_code,floor,location_kind,room_code,aliases,name_th,category,map_asset_id,x,y,detail_th,landmarks,source_node_id,source_x,source_y,flags
BR3-F1-R138,BR3,1,room,BR3-138,BR3-138|LC3-138|LC3_138|บร3-138|บร.3-138|138,ห้องพักอาจารย์ (ฟิสิกส์),faculty_office,br3-floor-1,833,102,อาคาร บร.3 ชั้น 1 ห้อง 138 — ห้องพักอาจารย์ (ฟิสิกส์),near_toilet:BR3-F1-PRFTOILET:8|near_stairs:BR3-F1-PSTAIR-3:7,LC3_138,793,62,
BR3-F1-R139,BR3,1,room,BR3-139,BR3-139|LC3-139|LC3_139|บร3-139|บร.3-139|139,ห้องวิจัยฟิสิกส์,research_room,br3-floor-1,802,87,อาคาร บร.3 ชั้น 1 ห้อง 139 — ห้องวิจัยฟิสิกส์,near_toilet:BR3-F1-PRFTOILET:10|near_stairs:BR3-F1-PSTAIR-3:9,LC3_139,762,47,
BR3-F1-R140,BR3,1,room,BR3-140,BR3-140|LC3-140|LC3_140|บร3-140|บร.3-140|140,ห้องปฏิบัติการอิเล็กทรอนิกส์,laboratory,br3-floor-1,780,134,อาคาร บร.3 ชั้น 1 ห้อง 140 — ห้องปฏิบัติการอิเล็กทรอนิกส์,near_toilet:BR3-F1-PRFTOILET:10|near_stairs:BR3-F1-PSTAIR-3:9,LC3_140,740,94,
BR3-F1-R141,BR3,1,room,BR3-141,BR3-141|LC3-141|LC3_141|บร3-141|บร.3-141|141,ห้องปฏิบัติการอิเล็กทรอนิกส์,laboratory,br3-floor-1,721,209,อาคาร บร.3 ชั้น 1 ห้อง 141 — ห้องปฏิบัติการอิเล็กทรอนิกส์,near_toilet:BR3-F1-PRFTOILET:9|near_stairs:BR3-F1-PSTAIR-3:8,LC3_141,681,169,
BR3-F2-PSTAIR-1,BR3,2,poi,,,บันได 1,stairs,br3-floor-2,89,303,อาคาร บร.3 ชั้น 2 บันได 1,,LC3_F2_stair-1,91,340,
BR3-F2-PSTAIR-2,BR3,2,poi,,,บันได 2,stairs,br3-floor-2,529,228,อาคาร บร.3 ชั้น 2 บันได 2,,LC3_F2_stair-2,531,265,
BR3-F2-PSTAIR-3,BR3,2,poi,,,บันได 3,stairs,br3-floor-2,984,316,อาคาร บร.3 ชั้น 2 บันได 3,,LC3_F2_stair-3,986,353,
BR3-F2-PLFTL,BR3,2,poi,,,ห้องน้ำหญิง (ฝั่งซ้าย),toilet,br3-floor-2,31,337,อาคาร บร.3 ชั้น 2 ห้องน้ำหญิง (ฝั่งซ้าย),,LC3_LFTL,33,374,
BR3-F2-PLMTL,BR3,2,poi,,,ห้องน้ำชาย (ฝั่งซ้าย),toilet,br3-floor-2,31,281,อาคาร บร.3 ชั้น 2 ห้องน้ำชาย (ฝั่งซ้าย),,LC3_LMTL,33,318,
BR3-F2-PRFTL,BR3,2,poi,,,ห้องน้ำหญิง (ฝั่งขวา),toilet,br3-floor-2,1021,283,อาคาร บร.3 ชั้น 2 ห้องน้ำหญิง (ฝั่งขวา),,LC3_RFTL,1023,320,
BR3-F2-PRMTL,BR3,2,poi,,,ห้องน้ำชาย (ฝั่งขวา),toilet,br3-floor-2,1022,335,อาคาร บร.3 ชั้น 2 ห้องน้ำชาย (ฝั่งขวา),,LC3_RMTL,1024,372,
BR3-F2-R201,BR3,2,room,BR3-201,BR3-201|LC3-201|LC3_201|บร3-201|บร.3-201|201,ห้องสำนักงานภาควิชาคณิตศาสตร์และสถิติ,department_office,br3-floor-2,452,245,อาคาร บร.3 ชั้น 2 ห้อง 201 — ห้องสำนักงานภาควิชาคณิตศาสตร์และสถิติ,near_toilet:BR3-F2-PLFTL:7|near_stairs:BR3-F2-PSTAIR-2:5,LC3_F2_201,454,282,
BR3-F2-R203,BR3,2,room,BR3-203,BR3-203|LC3-203|LC3_203|บร3-203|บร.3-203|203,ห้องปฏิบัติการระบบบำบัดน้ำเสีย,laboratory,br3-floor-2,419,168,อาคาร บร.3 ชั้น 2 ห้อง 203 — ห้องปฏิบัติการระบบบำบัดน้ำเสีย,near_toilet:BR3-F2-PLFTL:9|near_stairs:BR3-F2-PSTAIR-2:5,LC3_F2_203,421,205,
BR3-F2-R204,BR3,2,room,BR3-204,BR3-204|LC3-204|LC3_204|บร3-204|บร.3-204|204,ห้องเตรียมปฏิบัติการระบบบำบัดน้ำเสีย,laboratory,br3-floor-2,419,29,อาคาร บร.3 ชั้น 2 ห้อง 204 — ห้องเตรียมปฏิบัติการระบบบำบัดน้ำเสีย,near_toilet:BR3-F2-PLFTL:10|near_stairs:BR3-F2-PSTAIR-2:6,LC3_F2_204,421,66,
BR3-F2-R205,BR3,2,room,BR3-205,BR3-205|LC3-205|LC3_205|บร3-205|บร.3-205|205,ห้องปฏิบัติการนิเวศวิทยาและสิ่งแวดล้อมศิลปกรรม,laboratory,br3-floor-2,332,114,อาคาร บร.3 ชั้น 2 ห้อง 205 — ห้องปฏิบัติการนิเวศวิทยาและสิ่งแวดล้อมศิลปกรรม,near_toilet:BR3-F2-PLMTL:8|near_stairs:BR3-F2-PSTAIR-2:8,LC3_F2_205,334,151,
BR3-F2-R206,BR3,2,room,BR3-206,BR3-206|LC3-206|LC3_206|บร3-206|บร.3-206|206,ห้องปฏิบัติการนิเวศวิทยาทางทะเล ชายฝั่ง และน้ำกร่อย,laboratory,br3-floor-2,300,106,อาคาร บร.3 ชั้น 2 ห้อง 206 — ห้องปฏิบัติการนิเวศวิทยาทางทะเล ชายฝั่ง และน้ำกร่อย,near_toilet:BR3-F2-PLMTL:7|near_stairs:BR3-F2-PSTAIR-1:8,LC3_F2_206,302,143,
BR3-F2-R207,BR3,2,room,BR3-207,BR3-207|LC3-207|LC3_207|บร3-207|บร.3-207|207,ห้องเตรียมปฏิบัติการด้านชีววิทยาทางทะเล,laboratory,br3-floor-2,202,106,อาคาร บร.3 ชั้น 2 ห้อง 207 — ห้องเตรียมปฏิบัติการด้านชีววิทยาทางทะเล,near_toilet:BR3-F2-PLMTL:7|near_stairs:BR3-F2-PSTAIR-1:8,LC3_F2_207,204,143,
BR3-F2-R208,BR3,2,room,BR3-208,BR3-208|LC3-208|LC3_208|บร3-208|บร.3-208|208,ห้องปฏิบัติการด้านชีววิทยาทางทะเล,laboratory,br3-floor-2,175,106,อาคาร บร.3 ชั้น 2 ห้อง 208 — ห้องปฏิบัติการด้านชีววิทยาทางทะเล,near_toilet:BR3-F2-PLMTL:6|near_stairs:BR3-F2-PSTAIR-1:7,LC3_F2_208,177,143,
BR3-F2-R209,BR3,2,room,BR3-209,BR3-209|LC3-209|LC3_209|บร3-209|บร.3-209|209,ห้องปฏิบัติการวิทยาศาสตร์สิ่งแวดล้อมทางดิน,laboratory,br3-floor-2,86,107,อาคาร บร.3 ชั้น 2 ห้อง 209 — ห้องปฏิบัติการวิทยาศาสตร์สิ่งแวดล้อมทางดิน,near_toilet:BR3-F2-PLMTL:6|near_stairs:BR3-F2-PSTAIR-1:7,LC3_F2_209,88,144,
BR3-F2-R210-1,BR3,2,room,BR3-210/1,BR3-210/1|LC3-210/1|LC3_210/1|บร3-210/1|บร.3-210/1|210/1,,unknown,br3-floor-2,52,136,อาคาร บร.3 ชั้น 2 ห้อง 210/1,near_toilet:BR3-F2-PLMTL:5|near_stairs:BR3-F2-PSTAIR-1:6,LC3_F2_210/1,54,173,needs_field_validation
BR3-F2-R211-1,BR3,2,room,BR3-211/1,BR3-211/1|LC3-211/1|LC3_211/1|บร3-211/1|บร.3-211/1|211/1,,unknown,br3-floor-2,16,136,อาคาร บร.3 ชั้น 2 ห้อง 211/1,near_toilet:BR3-F2-PLMTL:6|near_stairs:BR3-F2-PSTAIR-1:7,LC3_F2_211/1,18,173,needs_field_validation
BR3-F2-R211-2,BR3,2,room,BR3-211/2,BR3-211/2|LC3-211/2|LC3_211/2|บร3-211/2|บร.3-211/2|211/2,,unknown,br3-floor-2,23,154,อาคาร บร.3 ชั้น 2 ห้อง 211/2,near_toilet:BR3-F2-PLMTL:5|near_stairs:BR3-F2-PSTAIR-1:6,LC3_F2_211/2,25,191,needs_field_validation
BR3-F2-R212,BR3,2,room,BR3-212,BR3-212|LC3-212|LC3_212|บร3-212|บร.3-212|212,ห้องเตรียมปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,laboratory,br3-floor-2,86,161,อาคาร บร.3 ชั้น 2 ห้อง 212 — ห้องเตรียมปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,near_toilet:BR3-F2-PLMTL:4|near_stairs:BR3-F2-PSTAIR-1:5,LC3_F2_212,88,198,
BR3-F2-R213,BR3,2,room,BR3-213,BR3-213|LC3-213|LC3_213|บร3-213|บร.3-213|213,ห้องปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,laboratory,br3-floor-2,52,185,อาคาร บร.3 ชั้น 2 ห้อง 213 — ห้องปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,near_toilet:BR3-F2-PLMTL:3|near_stairs:BR3-F2-PSTAIR-1:4,LC3_F2_213,54,222,
BR3-F2-R217,BR3,2,room,BR3-217,BR3-217|LC3-217|LC3_217|บร3-217|บร.3-217|217,ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ และภาคอื่นๆ),faculty_office,br3-floor-2,69,414,อาคาร บร.3 ชั้น 2 ห้อง 217 — ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ และภาคอื่นๆ),near_toilet:BR3-F2-PLFTL:3|near_stairs:BR3-F2-PSTAIR-1:4,LC3_F2_217,71,451,
BR3-F2-R220,BR3,2,room,BR3-220,BR3-220|LC3-220|LC3_220|บร3-220|บร.3-220|220,ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ),faculty_office,br3-floor-2,342,430,อาคาร บร.3 ชั้น 2 ห้อง 220 — ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ),near_toilet:BR3-F2-PLFTL:4|near_stairs:BR3-F2-PSTAIR-1:5,LC3_F2_220,344,467,
BR3-F2-R221,BR3,2,room,BR3-221,BR3-221|LC3-221|LC3_221|บร3-221|บร.3-221|221,ห้องพักนักศึกษาระดับบัณฑิตศึกษา (วิทยาศาสตร์สิ่งแวดล้อม),student_room,br3-floor-2,450,431,อาคาร บร.3 ชั้น 2 ห้อง 221 — ห้องพักนักศึกษาระดับบัณฑิตศึกษา (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PLFTL:5|near_stairs:BR3-F2-PSTAIR-1:6,LC3_F2_221,452,468,
BR3-F2-R222,BR3,2,room,BR3-222,BR3-222|LC3-222|LC3_222|บร3-222|บร.3-222|222,ห้องปฏิบัติการทางคณิตศาสตร์และสถิติ,laboratory,br3-floor-2,611,436,อาคาร บร.3 ชั้น 2 ห้อง 222 — ห้องปฏิบัติการทางคณิตศาสตร์และสถิติ,near_toilet:BR3-F2-PLFTL:8|near_stairs:BR3-F2-PSTAIR-2:7,LC3_F2_222,613,473,
BR3-F2-R223-1,BR3,2,room,BR3-223/1,BR3-223/1|LC3-223/1|LC3_223/1|บร3-223/1|บร.3-223/1|223/1,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,649,439,อาคาร บร.3 ชั้น 2 ห้อง 223/1 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:11|near_stairs:BR3-F2-PSTAIR-3:11,LC3_F2_223/1,651,476,
BR3-F2-R223-2,BR3,2,room,BR3-223/2,BR3-223/2|LC3-223/2|LC3_223/2|บร3-223/2|บร.3-223/2|223/2,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,649,465,อาคาร บร.3 ชั้น 2 ห้อง 223/2 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:10|near_stairs:BR3-F2-PSTAIR-3:10,LC3_F2_223/2,651,502,
BR3-F2-R223-3,BR3,2,room,BR3-223/3,BR3-223/3|LC3-223/3|LC3_223/3|บร3-223/3|บร.3-223/3|223/3,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,648,490,อาคาร บร.3 ชั้น 2 ห้อง 223/3 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:11|near_stairs:BR3-F2-PSTAIR-3:11,LC3_F2_223/3,650,527,
BR3-F2-R223-4,BR3,2,room,BR3-223/4,BR3-223/4|LC3-223/4|LC3_223/4|บร3-223/4|บร.3-223/4|223/4,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,648,518,อาคาร บร.3 ชั้น 2 ห้อง 223/4 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:12|near_stairs:BR3-F2-PSTAIR-3:12,LC3_F2_223/4,650,555,
BR3-F2-R223-5,BR3,2,room,BR3-223/5,BR3-223/5|LC3-223/5|LC3_223/5|บร3-223/5|บร.3-223/5|223/5,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,682,490,อาคาร บร.3 ชั้น 2 ห้อง 223/5 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:11|near_stairs:BR3-F2-PSTAIR-3:11,LC3_F2_223/5,684,527,
BR3-F2-R223-6,BR3,2,room,BR3-223/6,BR3-223/6|LC3-223/6|LC3_223/6|บร3-223/6|บร.3-223/6|223/6,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,681,518,อาคาร บร.3 ชั้น 2 ห้อง 223/6 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:12|near_stairs:BR3-F2-PSTAIR-3:12,LC3_F2_223/6,683,555,
BR3-F2-R223-7,BR3,2,room,BR3-223/7,BR3-223/7|LC3-223/7|LC3_223/7|บร3-223/7|บร.3-223/7|223/7,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,733,490,อาคาร บร.3 ชั้น 2 ห้อง 223/7 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:11|near_stairs:BR3-F2-PSTAIR-3:11,LC3_F2_223/7,735,527,
BR3-F2-R223-8,BR3,2,room,BR3-223/8,BR3-223/8|LC3-223/8|LC3_223/8|บร3-223/8|บร.3-223/8|223/8,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,730,519,อาคาร บร.3 ชั้น 2 ห้อง 223/8 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:12|near_stairs:BR3-F2-PSTAIR-3:12,LC3_F2_223/8,732,556,
BR3-F2-R223-9,BR3,2,room,BR3-223/9,BR3-223/9|LC3-223/9|LC3_223/9|บร3-223/9|บร.3-223/9|223/9,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,764,438,อาคาร บร.3 ชั้น 2 ห้อง 223/9 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:11|near_stairs:BR3-F2-PSTAIR-3:11,LC3_F2_223/9,766,475,
BR3-F2-R223-10,BR3,2,room,BR3-223/10,BR3-223/10|LC3-223/10|LC3_223/10|บร3-223/10|บร.3-223/10|223/10,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,765,465,อาคาร บร.3 ชั้น 2 ห้อง 223/10 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:10|near_stairs:BR3-F2-PSTAIR-3:10,LC3_F2_223/10,767,502,
BR3-F2-R223-11,BR3,2,room,BR3-223/11,BR3-223/11|LC3-223/11|LC3_223/11|บร3-223/11|บร.3-223/11|223/11,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,766,490,อาคาร บร.3 ชั้น 2 ห้อง 223/11 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:11|near_stairs:BR3-F2-PSTAIR-3:11,LC3_F2_223/11,768,527,
BR3-F2-R223-12,BR3,2,room,BR3-223/12,BR3-223/12|LC3-223/12|LC3_223/12|บร3-223/12|บร.3-223/12|223/12,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,br3-floor-2,767,519,อาคาร บร.3 ชั้น 2 ห้อง 223/12 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:12|near_stairs:BR3-F2-PSTAIR-3:12,LC3_F2_223/12,769,556,
BR3-F2-R224,BR3,2,room,BR3-224,BR3-224|LC3-224|LC3_224|บร3-224|บร.3-224|224,ห้องปฏิบัติการคอมพิวเตอร์ (วิทยาศาสตร์สิ่งแวดล้อม),laboratory,br3-floor-2,686,465,อาคาร บร.3 ชั้น 2 ห้อง 224 — ห้องปฏิบัติการคอมพิวเตอร์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:BR3-F2-PRMTL:8|near_stairs:BR3-F2-PSTAIR-3:8,LC3_F2_224,688,502,
BR3-F2-R225,BR3,2,room,BR3-225,BR3-225|LC3-225|LC3_225|บร3-225|บร.3-225|225,ห้องประชุมภาควิชาคณิตศาสตร์และสถิติ,meeting_room,br3-floor-2,805,434,อาคาร บร.3 ชั้น 2 ห้อง 225 — ห้องประชุมภาควิชาคณิตศาสตร์และสถิติ,near_toilet:BR3-F2-PRMTL:7|near_stairs:BR3-F2-PSTAIR-3:7,LC3_F2_225,807,471,
BR3-F2-R226-1,BR3,2,room,BR3-226/1,BR3-226/1|LC3-226/1|LC3_226/1|บร3-226/1|บร.3-226/1|226/1,ห้องควบคุม,utility,br3-floor-2,866,458,อาคาร บร.3 ชั้น 2 ห้อง 226/1 — ห้องควบคุม,near_toilet:BR3-F2-PRMTL:8|near_stairs:BR3-F2-PSTAIR-3:8,LC3_F2_226/1,868,495,
BR3-F2-R226-2,BR3,2,room,BR3-226/2,BR3-226/2|LC3-226/2|LC3_226/2|บร3-226/2|บร.3-226/2|226/2,ห้องควบคุม,utility,br3-floor-2,879,434,อาคาร บร.3 ชั้น 2 ห้อง 226/2 — ห้องควบคุม,near_toilet:BR3-F2-PRMTL:6|near_stairs:BR3-F2-PSTAIR-3:6,LC3_F2_226/2,881,471,
BR3-F2-R227,BR3,2,room,BR3-227,BR3-227|LC3-227|LC3_227|บร3-227|บร.3-227|227,ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,seminar_room,br3-floor-2,943,433,อาคาร บร.3 ชั้น 2 ห้อง 227 — ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,near_toilet:BR3-F2-PRMTL:5|near_stairs:BR3-F2-PSTAIR-3:5,LC3_F2_227,945,470,
BR3-F2-R227-1,BR3,2,room,BR3-227/1,BR3-227/1|LC3-227/1|LC3_227/1|บร3-227/1|บร.3-227/1|227/1,ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,seminar_room,br3-floor-2,1031,432,อาคาร บร.3 ชั้น 2 ห้อง 227/1 — ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,near_toilet:BR3-F2-PRMTL:8|near_stairs:BR3-F2-PSTAIR-3:8,LC3_F2_227/1,1033,469,
BR3-F2-R228,BR3,2,room,BR3-228,BR3-228|LC3-228|LC3_228|บร3-228|บร.3-228|228,ห้องเก็บของ,storage,br3-floor-2,964,352,อาคาร บร.3 ชั้น 2 ห้อง 228 — ห้องเก็บของ,near_toilet:BR3-F2-PRMTL:3|near_stairs:BR3-F2-PSTAIR-3:5,LC3_F2_228,966,389,
BR3-F2-R229,BR3,2,room,BR3-229,BR3-229|LC3-229|LC3_229|บร3-229|บร.3-229|229,ห้องเก็บของ,storage,br3-floor-2,980,353,อาคาร บร.3 ชั้น 2 ห้อง 229 — ห้องเก็บของ,near_toilet:BR3-F2-PRMTL:2|near_stairs:BR3-F2-PSTAIR-3:6,LC3_F2_229,982,390,
BR3-F2-R230,BR3,2,room,BR3-230,BR3-230|LC3-230|LC3_230|บร3-230|บร.3-230|230,ห้องประชุม/บรรยาย 1,lecture_room,br3-floor-2,1003,400,อาคาร บร.3 ชั้น 2 ห้อง 230 — ห้องประชุม/บรรยาย 1,near_toilet:BR3-F2-PRMTL:7|near_stairs:BR3-F2-PSTAIR-3:7,LC3_F2_230,1005,437,
BR3-F2-R233,BR3,2,room,BR3-233,BR3-233|LC3-233|LC3_233|บร3-233|บร.3-233|233,ห้องบรรยาย 2,lecture_room,br3-floor-2,965,188,อาคาร บร.3 ชั้น 2 ห้อง 233 — ห้องบรรยาย 2,near_toilet:BR3-F2-PRFTL:3|near_stairs:BR3-F2-PSTAIR-3:5,LC3_F2_233,967,225,
BR3-F2-R234,BR3,2,room,BR3-234,BR3-234|LC3-234|LC3_234|บร3-234|บร.3-234|234,ห้องประชุม/บรรยาย 3,lecture_room,br3-floor-2,1045,131,อาคาร บร.3 ชั้น 2 ห้อง 234 — ห้องประชุม/บรรยาย 3,near_toilet:BR3-F2-PRFTL:10|near_stairs:BR3-F2-PSTAIR-3:12,LC3_F2_234,1047,168,
BR3-F2-R234-1,BR3,2,room,BR3-234/1,BR3-234/1|LC3-234/1|LC3_234/1|บร3-234/1|บร.3-234/1|234/1,ห้องประชุม/บรรยาย 3,lecture_room,br3-floor-2,964,150,อาคาร บร.3 ชั้น 2 ห้อง 234/1 — ห้องประชุม/บรรยาย 3,near_toilet:BR3-F2-PRFTL:4|near_stairs:BR3-F2-PSTAIR-3:6,LC3_F2_234/1,966,187,
BR3-F2-R235-1,BR3,2,room,BR3-235/1,BR3-235/1|LC3-235/1|LC3_235/1|บร3-235/1|บร.3-235/1|235/1,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,laboratory,br3-floor-2,1017,121,อาคาร บร.3 ชั้น 2 ห้อง 235/1 — ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,near_toilet:BR3-F2-PRFTL:8|near_stairs:BR3-F2-PSTAIR-3:10,LC3_F2_235/1,1019,158,
BR3-F2-R235-2,BR3,2,room,BR3-235/2,BR3-235/2|LC3-235/2|LC3_235/2|บร3-235/2|บร.3-235/2|235/2,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,laboratory,br3-floor-2,967,121,อาคาร บร.3 ชั้น 2 ห้อง 235/2 — ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,near_toilet:BR3-F2-PRFTL:7|near_stairs:BR3-F2-PSTAIR-3:9,LC3_F2_235/2,969,158,
BR3-F2-R235-3,BR3,2,room,BR3-235/3,BR3-235/3|LC3-235/3|LC3_235/3|บร3-235/3|บร.3-235/3|235/3,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,laboratory,br3-floor-2,967,110,อาคาร บร.3 ชั้น 2 ห้อง 235/3 — ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,near_toilet:BR3-F2-PRFTL:8|near_stairs:BR3-F2-PSTAIR-3:10,LC3_F2_235/3,969,147,
BR3-F2-R236-1,BR3,2,room,BR3-236/1,BR3-236/1|LC3-236/1|LC3_236/1|บร3-236/1|บร.3-236/1|236/1,ห้องปฏิบัติการชุมชน/เมือง,laboratory,br3-floor-2,871,110,อาคาร บร.3 ชั้น 2 ห้อง 236/1 — ห้องปฏิบัติการชุมชน/เมือง,near_toilet:BR3-F2-PRFTL:6|near_stairs:BR3-F2-PSTAIR-2:8,LC3_F2_236/1,873,147,
BR3-F2-R236-2,BR3,2,room,BR3-236/2,BR3-236/2|LC3-236/2|LC3_236/2|บร3-236/2|บร.3-236/2|236/2,ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,department_office,br3-floor-2,871,76,อาคาร บร.3 ชั้น 2 ห้อง 236/2 — ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,near_toilet:BR3-F2-PRFTL:7|near_stairs:BR3-F2-PSTAIR-2:9,LC3_F2_236/2,873,113,
BR3-F2-R236-3,BR3,2,room,BR3-236/3,BR3-236/3|LC3-236/3|LC3_236/3|บร3-236/3|บร.3-236/3|236/3,ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,department_office,br3-floor-2,942,117,อาคาร บร.3 ชั้น 2 ห้อง 236/3 — ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,near_toilet:BR3-F2-PRFTL:6|near_stairs:BR3-F2-PSTAIR-3:8,LC3_F2_236/3,944,154,
BR3-F2-R237,BR3,2,room,BR3-237,BR3-237|LC3-237|LC3_237|บร3-237|บร.3-237|237,ห้องพักอาจารย์และเตรียมปฏิบัติการนิเวศวิทยาป่าไม้,faculty_office,br3-floor-2,854,27,อาคาร บร.3 ชั้น 2 ห้อง 237 — ห้องพักอาจารย์และเตรียมปฏิบัติการนิเวศวิทยาป่าไม้,near_toilet:BR3-F2-PRFTL:9|near_stairs:BR3-F2-PSTAIR-2:9,LC3_F2_237,856,64,
BR3-F2-R238,BR3,2,room,BR3-238,BR3-238|LC3-238|LC3_238|บร3-238|บร.3-238|238,ห้องปฏิบัติการนิเวศวิทยาป่าไม้,laboratory,br3-floor-2,763,114,อาคาร บร.3 ชั้น 2 ห้อง 238 — ห้องปฏิบัติการนิเวศวิทยาป่าไม้,near_toilet:BR3-F2-PRFTL:7|near_stairs:BR3-F2-PSTAIR-2:7,LC3_F2_238,765,151,
BR3-F2-R239,BR3,2,room,BR3-239,BR3-239|LC3-239|LC3_239|บร3-239|บร.3-239|239,ห้องปฏิบัติการมลพิษทางอากาศและเสียง,laboratory,br3-floor-2,668,28,อาคาร บร.3 ชั้น 2 ห้อง 239 — ห้องปฏิบัติการมลพิษทางอากาศและเสียง,near_toilet:BR3-F2-PRFTL:8|near_stairs:BR3-F2-PSTAIR-2:6,LC3_F2_239,670,65,
BR3-F2-R240,BR3,2,room,BR3-240,BR3-240|LC3-240|LC3_240|บร3-240|บร.3-240|240,ห้องปฏิบัติการเครื่องมือวิเคราะห์โลหะหนัก (AAS),laboratory,br3-floor-2,640,77,อาคาร บร.3 ชั้น 2 ห้อง 240 — ห้องปฏิบัติการเครื่องมือวิเคราะห์โลหะหนัก (AAS),near_toilet:BR3-F2-PRFTL:10|near_stairs:BR3-F2-PSTAIR-2:5,LC3_F2_240,642,114,
BR3-F2-R241,BR3,2,room,BR3-241,BR3-241|LC3-241|LC3_241|บร3-241|บร.3-241|241,ห้องปฏิบัติการวิเคราะห์น้ำและน้ำเสีย,laboratory,br3-floor-2,640,177,อาคาร บร.3 ชั้น 2 ห้อง 241 — ห้องปฏิบัติการวิเคราะห์น้ำและน้ำเสีย,near_toilet:BR3-F2-PRFTL:10|near_stairs:BR3-F2-PSTAIR-2:4,LC3_F2_241,642,214,
BR3-F2-R243-1,BR3,2,room,BR3-243/1,BR3-243/1|LC3-243/1|LC3_243/1|บร3-243/1|บร.3-243/1|243/1,ห้องปฏิบัติการด้านแบคทีเรีย,laboratory,br3-floor-2,602,246,อาคาร บร.3 ชั้น 2 ห้อง 243/1 — ห้องปฏิบัติการด้านแบคทีเรีย,near_toilet:BR3-F2-PLFTL:9|near_stairs:BR3-F2-PSTAIR-2:4,LC3_F2_243/1,604,283,
